LV ActivePower (kW);Wind Speed (m/s);Theoretical_Power_Curve (KWh);Wind Direction (°);hour;minute
3430.0;13.83;3600.0;208.62;5;20
3401.62;13.81;3600.0;209.13;5;30
3396.75;14.27;3600.0;208.65;5;40
3418.86;14.65;3600.0;207.58;5;50
3443.6;15.15;3600.0;210.01;6;0
3443.71;15.44;3600.0;213.12;6;10
3432.08;16.01;3600.0;212.63;6;20
3497.42;15.97;3600.0;210.27;6;30
3433.67;15.65;3600.0;208.5;6;40
3551.62;15.99;3600.0;208.54;6;50
3604.09;15.96;3600.0;208.33;7;0
3604.24;16.05;3600.0;207.6;7;10
3604.23;15.89;3600.0;207.47;7;20
3604.33;15.17;3600.0;207.74;7;30
3603.95;14.34;3600.0;208.78;7;40
3603.95;13.95;3600.0;209.89;7;50
3600.1;12.96;3597.79;207.71;8;0
3112.61;11.11;3309.41;204.49;8;10
1956.97;8.65;1924.34;199.99;8;20
2000.22;8.71;1959.04;199.61;8;30
2430.96;9.35;2371.08;196.93;8;40
2407.56;9.34;2365.19;196.52;8;50
2915.78;10.5;3064.86;200.58;9;0
2278.34;9.22;2287.32;203.96;9;10
2668.51;10.05;2822.01;206.73;9;20
2564.8;9.8;2659.57;210.11;9;30
2782.28;10.41;3023.08;207.98;9;40
3146.32;11.18;3331.92;204.65;9;50
2980.38;10.58;3103.38;206.19;10;0
2557.78;9.99;2785.76;203.64;10;10
2047.16;8.75;1986.48;202.91;10;20
2196.95;9.24;2302.71;207.58;10;30
2200.61;9.27;2317.69;210.33;10;40
2276.94;9.47;2449.99;206.79;10;50
2637.59;10.11;2856.67;207.16;11;0
1743.1;8.24;1668.75;202.7;11;10
2817.93;10.51;3071.02;210.33;11;20
3442.74;12.18;3546.62;212.47;11;30
3493.36;12.25;3555.82;209.52;11;40
3547.76;12.29;3560.52;209.89;11;50
3366.83;12.0;3521.36;208.33;12;0
3396.95;11.75;3478.45;208.49;12;10
3177.45;11.33;3377.27;206.47;12;20
3021.47;10.97;3262.95;205.33;12;30
2818.6;10.66;3138.52;205.22;12;40
3381.59;11.7;3467.11;207.0;12;50
3211.55;11.34;3379.52;206.06;13;0
3489.73;12.25;3555.81;207.79;13;10
3465.79;12.07;3531.84;208.92;13;20
3533.8;13.01;3600.0;211.16;13;30
3549.37;12.65;3588.38;215.46;13;40
3524.9;12.17;3546.35;215.58;13;50
3567.98;12.46;3575.85;218.57;14;0
3497.77;12.06;3530.51;217.81;14;10
3399.97;11.72;3471.63;216.84;14;20
3456.76;11.87;3500.4;218.6;14;30
3412.96;11.83;3493.85;220.43;14;40
3450.41;12.01;3523.6;219.79;14;50
3572.71;12.41;3572.04;221.29;15;0
3537.45;12.67;3589.61;222.4;15;10
3568.72;12.28;3559.32;221.2;15;20
3564.73;12.24;3554.67;222.12;15;30
3439.71;11.81;3488.69;224.0;15;40
3512.1;12.11;3537.42;225.54;15;50
3585.02;12.4;3571.29;222.98;16;0
3582.33;12.55;3582.4;222.09;16;10
3445.82;12.08;3533.33;224.37;16;20
3274.91;11.37;3388.41;224.02;16;30
3483.32;12.12;3538.97;222.47;16;40
3596.42;12.27;3557.3;220.21;16;50
3557.92;12.04;3528.48;218.1;17;0
3453.74;11.94;3511.98;215.78;17;10
3303.16;11.6;3444.42;213.02;17;20
3371.39;11.67;3461.88;213.21;17;30
3377.57;11.73;3472.97;212.62;17;40
3281.27;11.57;3438.38;213.05;17;50
3394.59;11.81;3489.22;214.25;18;0
3258.51;11.54;3432.44;214.56;18;10
3276.95;11.44;3406.74;215.43;18;20
3315.78;11.48;3417.18;215.02;18;30
3552.31;12.03;3527.12;215.88;18;40
3546.32;12.01;3522.94;215.72;18;50
3123.15;11.04;3287.32;213.56;19;0
3069.17;11.06;3291.52;214.03;19;10
3315.91;11.45;3410.04;212.28;19;20
3573.51;12.27;3558.02;210.55;19;30
3527.71;12.59;3585.01;210.22;19;40
3590.52;12.73;3592.22;212.93;19;50
3503.59;12.98;3597.89;211.92;20;0
3382.56;14.11;3600.0;212.49;20;10
3370.07;14.6;3600.0;211.39;20;20
3394.96;15.18;3600.0;212.26;20;30
3604.21;15.36;3600.0;214.8;20;40
3604.24;15.16;3600.0;215.75;20;50
3604.33;14.97;3600.0;218.27;21;0
3604.51;14.41;3600.0;218.79;21;10
3604.56;14.21;3600.0;218.17;21;20
3604.55;13.98;3600.0;220.73;21;30
3604.38;13.49;3600.0;221.92;21;40
3604.13;13.08;3600.0;222.47;21;50
3604.29;13.19;3600.0;223.34;22;0
3603.21;12.82;3595.24;224.12;22;10
3602.81;12.64;3587.91;223.24;22;20
3558.37;12.39;3569.82;221.94;22;30
3476.1;12.1;3536.77;223.11;22;40
3372.68;11.93;3511.3;226.74;22;50
3068.22;11.23;3346.5;226.81;23;0
3015.03;11.06;3293.72;224.73;23;10
3047.17;11.16;3327.36;225.69;23;20
2962.65;10.86;3218.93;224.61;23;30
2790.31;10.48;3055.54;224.0;23;40
2295.48;9.44;2433.31;224.04;23;50
2455.43;9.76;2637.07;225.21;0;0
2295.83;9.53;2460.69;228.27;0;10
2044.21;8.95;2113.94;227.77;0;20
2331.07;9.62;2528.82;226.07;0;30
2197.3;9.34;2367.44;225.68;0;40
1840.8;8.62;1903.27;224.66;0;50
1699.49;8.44;1792.93;222.85;1;0
1823.84;8.82;2029.98;222.1;1;10
1623.55;8.24;1668.35;224.67;1;20
1590.37;8.1;1588.97;226.07;1;30
1146.21;7.31;1163.75;227.05;1;40
1054.24;7.2;1110.16;226.59;1;50
1164.53;7.49;1250.86;226.2;2;0
1335.34;7.82;1428.37;226.72;2;10
1375.12;7.87;1455.51;227.01;2;20
1271.41;7.62;1320.25;227.58;2;30
1082.96;7.13;1073.99;229.09;2;40
908.01;6.82;936.91;232.67;2;50
835.46;6.59;842.83;232.3;3;0
880.55;6.65;865.0;230.64;3;10
997.58;7.08;1053.86;227.79;3;20
1049.58;7.2;1108.87;227.93;3;30
980.82;7.07;1047.23;227.86;3;40
1182.59;7.4;1207.86;231.91;3;50
1280.96;7.67;1348.23;229.23;4;0
1484.29;8.09;1580.89;228.4;4;10
1377.22;7.76;1393.76;228.74;4;20
1241.48;7.69;1359.6;222.0;4;30
1192.24;7.67;1348.4;218.83;4;40
1151.32;7.45;1233.89;223.34;4;50
1114.97;7.33;1172.12;228.24;5;0
1033.33;7.1;1062.9;230.65;5;10
936.52;6.84;945.36;230.57;5;20
895.64;6.89;965.93;227.14;5;30
806.93;6.41;769.43;231.47;5;40
512.89;5.74;542.01;232.37;5;50
544.71;5.88;586.72;232.16;6;0
515.79;5.82;565.07;230.09;6;10
642.65;6.25;712.23;226.62;6;20
693.77;6.35;750.28;221.72;6;30
537.72;5.96;612.65;213.63;6;40
836.31;6.89;966.74;221.83;6;50
1078.05;7.53;1272.41;218.55;7;0
802.54;6.68;876.22;213.6;7;10
743.91;6.49;800.31;216.98;7;20
816.61;6.69;882.43;203.38;7;30
623.0;5.95;607.36;187.87;7;40
611.04;6.13;667.82;183.4;7;50
361.32;5.2;386.71;182.64;8;0
226.39;4.57;237.31;186.23;8;10
146.22;3.94;117.41;191.27;8;20
137.8;4.14;149.73;200.31;8;30
107.6;3.79;90.63;205.37;8;40
148.78;4.17;154.32;201.91;8;50
183.46;4.18;157.0;200.91;9;0
288.25;4.85;298.92;189.74;9;10
390.32;5.18;382.67;183.86;9;20
320.64;4.81;289.94;186.39;9;30
244.88;4.48;217.74;174.3;9;40
133.55;3.72;79.8;177.81;9;50
77.44;3.67;73.95;184.07;10;10
112.11;3.96;120.14;178.49;10;20
86.62;3.95;118.02;198.24;10;40
162.05;4.36;193.59;188.38;10;50
30.36;3.25;29.35;204.08;11;20
193.08;4.31;182.55;195.2;11;40
92.28;3.49;51.03;210.64;11;50
130.73;4.14;148.81;218.12;12;0
127.67;4.06;134.2;217.67;12;10
89.93;3.79;91.29;202.41;12;20
66.08;3.73;82.46;187.83;12;30
19.8;3.02;16.81;189.24;12;40
39.01;3.45;46.19;184.7;12;50
98.46;3.87;104.41;192.13;13;10
277.53;5.13;368.07;216.68;16;50
498.33;5.88;585.19;217.42;17;0
497.8;5.93;601.61;215.62;17;10
642.54;6.43;777.93;211.15;17;20
791.89;6.88;962.77;209.39;17;30
923.55;7.12;1071.79;207.37;17;40
745.82;6.66;869.73;208.67;17;50
669.58;6.35;748.88;208.45;18;0
470.02;5.63;506.72;210.79;18;10
294.45;4.93;318.95;211.14;18;20
354.18;5.18;381.22;217.8;18;30
500.37;5.78;553.38;218.25;18;40
590.56;6.15;675.25;218.57;18;50
629.81;6.31;731.92;219.52;19;0
757.28;6.66;870.31;219.86;19;10
602.49;6.31;735.3;220.55;19;20
533.9;6.23;705.56;224.56;19;30
748.96;6.83;940.99;218.2;19;40
750.78;6.82;936.98;215.1;19;50
626.79;6.46;791.17;218.56;20;0
637.13;6.38;758.19;219.34;20;10
608.62;6.36;753.18;215.64;20;20
786.06;6.76;911.4;217.37;20;30
1149.31;7.76;1397.16;215.53;20;40
1129.15;7.61;1313.52;216.06;20;50
1030.68;7.3;1155.2;217.4;21;0
1081.79;7.31;1159.85;222.52;21;10
1120.73;7.37;1190.99;215.86;21;20
980.28;7.12;1071.84;213.07;21;30
1001.13;7.1;1063.95;218.32;21;40
1106.29;7.36;1185.86;221.91;21;50
1000.24;7.01;1020.67;230.51;22;0
1003.4;7.05;1039.29;234.94;22;10
898.28;6.79;922.29;240.6;22;20
770.74;6.54;823.59;244.14;22;30
557.7;6.0;625.15;246.5;22;40
473.47;5.9;592.31;242.16;22;50
428.98;5.65;512.21;240.08;23;0
363.8;5.31;415.83;244.59;23;10
356.8;5.37;432.08;247.11;23;20
349.78;5.35;425.57;244.31;23;30
361.34;5.43;449.97;247.2;23;40
347.21;5.38;434.98;246.84;23;50
248.95;4.92;316.05;241.68;0;0
281.93;5.04;345.75;245.6;0;10
314.63;5.17;378.78;247.39;0;20
368.5;5.49;466.26;251.28;0;30
325.63;5.23;394.77;252.17;0;40
232.68;4.79;284.91;249.25;0;50
269.16;4.98;331.52;244.48;1;0
386.17;5.47;461.35;246.65;1;10
405.58;5.57;489.68;245.84;1;20
445.02;5.7;527.44;252.99;1;30
458.11;5.66;515.61;255.76;1;40
460.82;5.68;521.25;263.79;1;50
487.21;5.8;558.62;263.54;2;0
510.56;5.93;601.2;266.45;2;10
489.98;5.89;589.92;267.3;2;20
425.52;5.61;500.67;265.39;2;30
356.31;5.39;438.59;268.82;2;40
369.53;5.33;420.51;267.63;2;50
365.86;5.33;420.69;271.97;3;0
206.95;4.63;250.38;269.89;3;10
172.02;4.47;216.1;267.8;3;20
109.58;4.12;146.1;266.56;3;30
122.65;4.18;156.25;265.93;3;40
132.98;4.22;164.52;267.21;3;50
126.82;4.21;162.77;269.71;4;0
100.51;4.02;126.87;264.33;4;10
187.76;4.53;228.69;261.13;4;20
290.88;5.01;337.89;261.42;4;30
223.46;4.59;241.12;274.59;4;40
84.96;3.86;102.95;272.22;4;50
20.55;3.06;18.05;285.96;5;0
30.57;3.47;49.13;76.32;11;0
6.35;3.36;37.95;77.78;11;10
1.08;3.75;84.74;78.58;11;20
58.02;4.01;124.8;69.02;11;30
12.09;3.81;94.97;83.69;12;30
142.94;4.22;164.43;78.27;12;40
176.24;4.46;214.06;71.71;12;50
167.97;4.31;183.33;73.3;13;0
175.54;4.47;216.31;71.38;13;10
211.03;4.62;248.28;66.57;13;20
250.32;4.84;298.14;68.17;13;30
261.07;4.86;301.8;70.54;13;40
195.11;4.59;240.39;75.58;13;50
261.0;4.86;303.31;72.12;14;0
262.15;4.99;333.67;69.03;14;10
328.79;5.32;419.27;70.87;14;20
268.84;5.11;363.35;69.28;14;30
235.55;4.89;308.98;67.26;14;40
295.79;5.23;394.03;65.34;14;50
362.51;5.37;431.34;64.32;15;0
365.68;5.34;423.51;65.41;15;10
363.04;5.35;426.31;65.6;15;20
288.81;5.03;344.01;63.22;15;30
261.41;4.85;300.97;65.16;15;40
394.84;5.45;455.91;64.54;15;50
553.25;5.96;612.71;71.78;16;0
789.89;6.61;851.23;71.32;16;10
965.09;7.04;1034.74;68.57;16;20
1017.67;7.08;1050.93;67.97;16;30
1345.79;7.73;1377.0;72.25;16;40
1263.74;7.74;1385.92;74.05;16;50
1232.55;7.57;1295.04;74.09;17;0
787.23;6.56;829.54;74.56;17;10
554.74;5.98;616.85;73.48;17;20
626.0;6.0;625.49;78.23;17;30
754.91;6.48;798.82;74.65;17;40
828.15;6.45;786.78;75.57;17;50
1290.39;7.66;1343.43;74.62;18;0
1324.37;7.56;1291.37;67.87;18;10
1332.62;7.58;1297.34;67.05;18;20
1098.77;7.06;1044.94;67.67;18;30
1039.68;6.91;976.89;68.73;18;40
804.28;6.44;782.26;69.36;18;50
805.14;6.53;817.87;70.26;19;0
929.29;6.8;927.97;72.83;19;10
897.92;6.75;908.95;71.32;19;20
943.27;6.76;911.15;74.52;19;30
625.88;5.63;506.18;77.54;19;40
446.47;4.94;320.47;82.72;19;50
652.53;5.97;614.63;80.01;20;0
700.53;5.82;566.71;79.31;20;10
786.77;5.82;565.29;80.2;20;20
831.67;5.74;540.56;80.96;20;30
837.7;5.96;612.58;82.48;20;40
817.46;5.71;532.64;85.98;20;50
879.8;5.83;568.71;90.05;21;0
951.23;6.02;630.96;86.89;21;10
843.39;5.57;488.21;93.0;21;20
871.38;5.6;498.95;89.06;21;30
891.11;5.75;544.79;90.5;21;40
883.13;6.26;713.9;100.89;21;50
654.26;5.88;584.81;105.67;22;0
515.04;5.31;416.94;106.16;22;10
477.85;5.1;360.61;104.24;22;20
504.71;5.4;441.52;106.72;22;30
348.16;4.65;254.16;109.96;22;40
296.01;4.68;260.01;108.74;22;50
255.24;4.21;163.7;108.21;23;0
258.31;4.42;204.73;109.3;23;10
249.22;4.39;198.69;112.06;23;20
425.28;5.3;413.57;118.87;23;30
566.01;6.03;634.13;122.58;23;40
513.17;5.72;534.91;126.74;23;50
472.52;5.59;496.34;131.16;0;0
492.11;5.95;609.35;127.27;0;10
270.48;4.75;276.32;122.82;0;20
355.23;5.26;401.32;122.05;0;30
288.44;4.87;304.96;119.64;0;40
429.37;5.44;450.92;126.41;0;50
281.87;4.71;268.94;137.29;1;0
260.01;4.95;322.92;138.56;1;10
194.2;4.52;226.72;136.73;1;20
130.5;4.21;163.64;140.55;1;30
210.17;4.6;243.36;158.6;2;20
189.76;4.86;303.43;123.21;14;10
178.21;4.28;177.32;137.52;14;20
22.0;4.21;162.89;258.53;15;20
49.23;3.05;17.88;237.58;15;30
49.85;3.54;56.61;208.26;16;0
569.65;5.68;521.45;188.37;16;10
812.09;6.63;856.44;200.16;16;20
1248.9;7.88;1462.61;211.18;16;30
1001.09;7.37;1193.52;207.65;16;40
870.81;6.94;988.56;214.14;16;50
1065.64;7.44;1224.52;210.68;17;0
999.54;7.35;1179.86;202.26;17;10
1090.78;7.33;1170.13;213.38;17;20
1114.88;7.57;1293.29;222.83;17;30
977.61;7.38;1194.53;211.5;17;40
713.3;6.6;847.32;207.18;17;50
940.63;7.27;1142.25;204.49;18;0
1214.92;7.65;1338.39;206.02;18;10
1114.91;7.49;1251.45;206.09;18;20
1027.08;7.31;1163.31;203.95;18;30
679.61;6.42;773.89;206.12;18;40
836.77;6.86;952.58;217.58;18;50
893.15;7.14;1080.0;217.44;19;0
901.99;7.11;1064.34;217.25;19;10
1060.12;7.44;1228.8;224.36;19;20
779.29;6.7;886.03;225.14;19;30
703.47;6.37;757.02;229.29;19;40
269.26;4.84;297.34;237.49;19;50
25.32;3.08;19.08;244.91;20;0
137.58;4.35;190.34;230.29;20;10
102.88;4.08;137.21;253.02;20;20
9.36;3.33;35.67;228.93;21;0
-0.04;3.25;28.91;279.04;21;10
76.41;4.84;297.03;226.16;21;20
165.34;4.41;203.05;219.62;21;30
178.45;4.5;221.8;228.74;22;10
343.14;5.29;409.71;226.56;22;20
435.11;5.78;554.82;223.43;22;30
406.98;5.55;484.48;235.36;22;40
448.7;5.73;538.62;229.69;22;50
800.65;6.95;991.53;222.71;23;0
655.51;6.2;693.71;233.01;23;10
1025.27;7.25;1131.57;232.76;23;20
1425.74;7.92;1483.35;231.45;23;30
1472.79;8.1;1587.0;229.96;23;40
909.21;6.78;918.09;232.71;23;50
968.5;6.97;1003.07;227.35;0;0
1085.18;7.34;1178.23;229.77;0;10
1240.96;7.61;1314.68;228.61;0;20
1101.73;7.3;1157.82;228.87;0;30
874.72;6.96;1000.02;229.79;0;40
842.21;7.2;1106.6;223.83;0;50
917.74;7.44;1225.96;221.58;1;0
849.13;7.32;1167.15;221.04;1;10
654.76;6.83;940.79;220.66;1;20
847.44;7.16;1088.7;215.61;1;30
1219.27;7.9;1475.9;215.21;1;40
1043.3;7.44;1227.25;211.2;1;50
751.55;6.54;821.43;211.54;2;0
622.88;6.29;724.77;212.37;2;10
662.15;6.39;764.3;212.4;2;20
571.39;6.1;657.27;210.72;2;30
370.35;5.5;469.57;208.0;2;40
338.71;5.36;429.06;207.4;2;50
254.66;4.81;290.97;207.77;3;0
372.6;5.35;426.21;211.44;3;10
504.13;5.98;617.87;211.53;3;20
494.74;6.02;631.59;209.91;3;30
536.32;6.19;690.57;197.87;3;40
681.23;6.36;751.37;194.55;3;50
664.98;6.33;741.64;198.01;4;0
891.14;6.83;942.84;203.1;4;10
1319.98;7.96;1508.39;203.21;4;20
1471.8;8.22;1659.28;197.04;4;30
1247.62;7.81;1425.21;198.5;4;40
694.8;6.6;846.19;193.4;4;50
1068.96;7.38;1194.99;193.88;5;0
627.76;6.39;764.23;187.33;5;10
454.78;5.9;590.87;180.29;5;20
446.85;5.86;579.93;170.38;5;30
981.53;7.18;1100.17;181.01;5;40
596.69;6.13;668.33;177.18;5;50
100.3;4.06;133.7;169.39;6;0
140.33;4.18;156.97;181.82;6;10
233.25;4.79;286.77;189.38;6;20
137.01;4.39;199.21;187.87;6;30
114.79;4.23;166.58;198.93;6;40
121.49;4.26;172.63;192.12;6;50
230.17;4.9;311.96;196.9;7;0
248.44;5.15;372.82;181.33;7;10
159.75;4.56;233.98;174.85;7;20
299.62;5.32;418.44;178.67;7;30
290.56;5.18;381.06;166.24;7;40
234.22;4.79;285.65;166.12;7;50
276.63;4.91;315.27;172.99;8;0
420.52;5.57;490.24;166.4;8;10
430.63;5.78;554.02;161.41;8;20
1131.9;7.91;1478.62;149.85;8;30
1633.59;8.6;1891.94;151.04;8;40
2047.96;9.23;2290.8;157.34;8;50
2396.18;10.3;2965.22;154.17;9;0
558.43;10.88;3228.38;166.76;9;10
524.58;8.15;1615.64;170.96;10;50
1536.47;8.1;1586.35;173.07;11;0
1421.63;7.77;1399.4;170.75;11;10
1869.27;8.6;1891.95;175.44;11;20
2189.73;9.24;2297.63;183.36;11;30
2280.79;9.1;2209.37;187.99;11;40
2427.86;9.37;2386.54;190.22;11;50
2178.08;8.83;2037.94;193.5;12;0
2496.61;9.4;2406.35;191.85;12;10
3012.14;10.54;3085.88;186.07;12;20
3042.05;10.65;3134.24;185.22;12;30
2529.97;9.84;2689.5;184.36;12;40
1848.62;8.91;2084.49;183.71;12;50
1939.58;9.06;2183.17;181.41;13;0
1850.53;8.69;1949.5;176.24;13;10
1630.33;8.45;1798.6;177.85;13;20
1564.64;8.37;1749.74;176.47;13;30
1495.45;8.43;1787.58;178.86;13;40
1564.94;8.3;1706.97;180.7;13;50
1826.54;8.44;1793.45;173.3;14;0
1634.28;8.0;1528.85;174.36;14;10
1096.2;7.04;1036.05;175.25;14;20
668.41;6.1;659.2;174.97;14;30
1015.64;7.13;1073.33;168.91;14;40
1208.71;7.51;1265.16;167.16;14;50
1104.78;7.26;1137.05;162.86;15;0
522.39;6.12;665.6;153.08;15;10
536.4;5.85;574.83;150.9;15;20
403.03;5.49;464.92;151.04;15;30
640.3;6.16;679.2;162.72;15;40
856.33;6.55;825.28;168.75;15;50
932.48;6.69;882.21;168.9;16;0
1376.75;7.48;1245.45;173.58;16;10
1003.03;6.93;983.46;179.88;16;20
1134.97;7.11;1068.21;180.62;16;30
1507.26;7.81;1423.74;178.13;16;40
1651.06;8.15;1616.47;177.38;16;50
2031.52;8.97;2123.16;184.55;17;0
1308.49;7.53;1275.89;191.62;17;10
1793.68;8.69;1945.67;191.09;17;20
2084.77;9.22;2286.7;188.09;17;30
1890.52;8.86;2053.4;190.25;17;40
1741.11;8.64;1915.54;193.66;17;50
1914.27;8.72;1965.74;194.35;18;0
1854.57;8.38;1754.5;195.36;18;10
2271.26;9.24;2297.64;196.46;18;20
2043.27;8.85;2048.59;198.85;18;30
1447.27;7.78;1404.18;197.92;18;40
1580.01;7.92;1482.15;200.31;18;50
1791.38;8.27;1685.48;205.37;19;0
1653.03;7.96;1506.51;204.92;19;10
1328.93;7.49;1254.47;203.09;19;20
1725.39;8.26;1681.84;206.13;19;30
1846.19;8.25;1675.17;208.19;19;40
2199.11;9.2;2270.97;210.32;19;50
2437.37;9.71;2597.61;212.04;20;0
2277.19;9.5;2443.05;214.28;20;10
2043.83;9.01;2150.78;217.18;20;20
1720.48;8.23;1664.73;217.95;20;30
1338.25;7.76;1396.18;212.4;20;40
1169.99;7.31;1159.49;208.69;20;50
1002.46;6.92;978.93;210.19;21;0
1104.29;7.24;1127.84;214.38;21;10
1476.5;7.97;1513.66;212.93;21;20
1741.94;8.48;1812.97;211.09;21;30
2146.96;9.21;2281.67;210.57;21;40
2310.99;9.47;2453.35;211.91;21;50
2091.77;9.04;2172.87;210.23;22;0
1835.99;8.48;1814.6;211.62;22;10
1466.8;7.76;1394.99;211.23;22;20
922.78;6.85;949.49;214.98;22;30
1008.11;7.12;1069.78;212.3;22;40
943.11;6.92;978.67;213.72;22;50
1140.56;7.23;1125.3;215.97;23;0
827.21;6.5;807.44;217.13;23;10
801.12;6.48;797.51;218.67;23;20
679.82;6.17;683.15;223.0;23;30
697.16;6.31;734.15;223.98;23;40
801.97;6.54;821.42;219.07;23;50
728.57;6.39;764.49;223.79;0;0
346.69;5.15;373.56;229.62;0;10
197.96;4.35;190.1;230.74;0;20
244.26;4.57;236.31;233.21;0;30
140.94;3.99;126.4;231.76;0;40
35.46;3.74;83.11;238.49;1;10
27.06;3.19;24.85;236.95;1;20
40.17;4.1;141.09;216.01;3;0
82.42;4.05;132.95;213.09;3;10
61.12;3.83;97.69;209.24;3;20
33.36;3.38;39.6;212.59;3;30
7.74;3.42;43.25;195.56;4;20
-0.96;3.33;35.61;206.13;4;30
45.11;3.69;76.47;201.96;4;40
96.54;4.3;181.55;192.41;4;50
15.85;3.07;18.52;196.49;5;0
51.48;3.67;73.72;193.76;6;0
41.89;3.75;85.67;194.69;6;10
3.17;3.23;27.37;229.09;11;50
37.32;3.81;95.04;46.78;17;50
39.23;3.54;56.58;35.28;18;0
83.37;3.68;75.32;29.37;18;10
372.35;5.2;385.78;24.88;18;20
370.78;5.09;357.69;34.08;18;30
193.85;4.32;184.3;33.56;18;40
164.55;4.27;173.92;42.57;18;50
411.61;5.27;404.78;50.33;19;0
781.2;6.37;754.44;61.79;19;10
663.66;6.02;629.41;62.57;19;20
397.94;5.34;423.82;59.76;19;30
225.58;4.5;221.57;52.09;19;40
255.9;4.65;254.76;50.34;19;50
217.45;4.57;236.4;52.23;20;0
207.23;4.51;223.55;59.2;20;10
183.18;4.36;192.55;60.29;20;20
250.01;4.76;279.83;61.99;20;30
299.95;4.97;329.19;60.52;20;40
282.98;4.87;303.82;66.36;20;50
258.71;4.75;277.94;66.02;21;0
310.69;4.91;315.05;66.95;21;10
364.06;5.17;379.39;63.12;21;20
327.44;5.07;354.01;64.57;21;30
284.59;4.86;303.21;65.62;21;40
291.3;4.93;319.34;66.84;21;50
301.55;4.99;333.29;67.58;22;0
366.11;5.16;376.59;65.11;22;10
452.84;5.44;451.48;62.81;22;20
555.05;5.74;539.38;65.59;22;30
700.64;6.11;660.34;66.56;22;40
739.37;6.12;666.2;61.93;22;50
670.24;5.97;615.09;56.55;23;0
639.03;5.9;592.37;60.37;23;10
832.42;6.31;735.43;61.01;23;20
752.19;6.21;697.98;61.25;23;30
552.47;5.65;512.11;56.7;23;40
678.56;6.02;632.29;57.34;23;50
777.29;6.26;714.58;60.69;0;0
875.72;6.33;739.68;55.82;0;10
659.15;5.8;558.51;54.76;0;20
639.28;5.9;591.08;53.02;0;30
685.55;6.02;632.27;52.59;0;40
574.66;5.66;515.86;51.87;0;50
855.4;6.43;777.3;57.34;1;0
969.83;6.65;867.5;57.79;1;10
923.26;6.52;812.32;57.44;1;20
930.77;6.54;822.58;58.95;1;30
1014.5;6.65;865.02;57.08;1;40
785.16;6.19;689.48;54.44;1;50
951.31;6.46;790.16;51.46;2;0
953.65;6.46;790.47;54.49;2;10
1070.04;6.76;913.22;53.47;2;20
1072.85;6.89;966.17;56.67;2;30
1154.29;7.02;1024.54;54.08;2;40
1527.72;7.5;1256.49;50.89;2;50
1060.43;6.87;956.4;55.85;3;0
1679.47;7.93;1487.58;56.38;3;10
1425.99;7.39;1199.51;53.39;3;20
1928.47;8.43;1782.9;58.72;3;30
2247.18;8.9;2080.17;61.76;3;40
2120.37;8.47;1812.49;58.99;3;50
1928.78;8.12;1598.17;58.82;4;0
2149.75;8.46;1804.66;57.51;4;10
1987.14;8.48;1817.92;57.48;4;20
2182.11;8.71;1957.8;54.4;4;30
2750.67;10.2;2910.82;59.56;4;40
2709.11;10.23;2929.59;60.15;4;50
2611.8;9.97;2773.58;58.87;5;0
2800.27;10.51;3070.07;59.1;5;10
2522.95;9.64;2547.33;59.11;5;20
2831.96;10.5;3065.73;59.02;5;30
2410.61;9.31;2343.28;58.24;5;40
2732.24;10.28;2954.17;59.82;5;50
2527.84;9.68;2579.59;59.29;6;0
2882.06;10.54;3084.01;59.71;6;10
2825.15;10.47;3049.06;60.15;6;20
2538.64;9.69;2584.64;63.82;6;30
2744.65;10.13;2869.42;65.7;6;40
2775.34;10.11;2860.82;64.4;6;50
2441.51;9.37;2386.6;65.15;7;0
2717.62;9.91;2732.13;66.03;7;10
3216.74;11.17;3328.57;68.97;7;20
3293.71;11.37;3388.89;68.55;7;30
3334.82;11.12;3312.77;66.55;7;40
3367.9;11.37;3389.11;65.95;7;50
3342.84;11.3;3368.09;67.25;8;0
3564.53;12.08;3533.29;66.07;8;10
3486.75;12.18;3547.2;67.57;8;20
3393.92;11.23;3348.95;65.71;8;30
3212.25;10.78;3188.25;65.92;8;40
3281.01;11.1;3305.63;64.1;8;50
3303.52;11.67;3461.66;63.45;9;0
3361.97;11.73;3473.14;63.64;9;10
3185.9;11.13;3315.98;61.03;9;20
3384.83;11.47;3415.35;64.55;9;30
3477.15;11.55;3433.58;65.38;9;40
3349.05;11.41;3398.35;64.06;9;50
3333.41;11.65;3457.69;64.41;10;0
3445.05;11.94;3512.52;64.45;10;10
3241.43;10.74;3172.95;61.24;10;20
3419.26;11.62;3449.59;60.76;10;30
3497.62;12.42;3572.52;61.9;10;40
3480.66;12.51;3579.7;62.73;10;50
3595.88;13.27;3600.0;60.21;11;0
3603.35;14.32;3600.0;61.24;11;10
3566.26;13.68;3600.0;62.02;11;20
3518.57;12.4;3571.0;64.2;11;30
3538.77;12.18;3547.45;62.36;11;40
3509.98;11.99;3519.73;61.96;11;50
3504.56;11.76;3478.75;56.21;12;0
3240.91;11.15;3322.01;56.18;12;10
3477.3;11.93;3510.45;55.24;12;20
3584.62;12.57;3583.85;56.03;12;30
3541.72;12.25;3555.49;54.57;12;40
3596.52;13.8;3600.0;58.38;12;50
3603.51;14.54;3600.0;60.93;13;0
3603.24;13.22;3600.0;60.43;13;10
3591.97;12.73;3592.32;57.49;13;20
3597.15;13.01;3600.0;58.09;13;30
3602.55;13.17;3600.0;57.13;13;40
