LV ActivePower (kW);Wind Speed (m/s);Theoretical_Power_Curve (KWh);Wind Direction (°);hour;minute
1773.37;8.37;1749.58;26.49;12;50
1691.4;8.34;1728.72;33.71;13;0
2068.83;9.2;2272.18;38.89;13;10
1722.52;8.34;1733.15;42.85;13;20
1767.32;8.49;1822.16;40.55;13;30
2157.08;9.49;2461.18;38.32;13;40
1938.59;8.87;2060.02;44.85;13;50
1986.79;9.02;2159.6;41.49;14;0
1913.58;8.93;2095.9;54.74;14;10
2238.53;9.38;2390.83;47.81;14;20
2087.55;9.07;2187.15;48.79;14;30
2611.89;9.99;2788.97;44.46;14;40
3000.04;10.76;3179.86;44.23;14;50
3299.2;11.69;3465.51;50.3;15;0
3242.71;11.43;3403.32;51.42;15;10
3293.41;11.42;3401.0;48.53;15;20
3280.9;11.54;3430.85;51.05;15;30
3603.32;13.45;3600.0;52.89;15;40
3571.53;12.63;3587.71;51.19;15;50
3522.35;12.12;3539.27;48.65;16;0
3011.59;10.67;3142.17;39.84;16;10
3442.47;11.89;3504.65;32.38;16;20
3124.27;11.13;3315.0;34.13;16;30
3275.25;11.51;3424.59;30.09;16;40
3141.34;10.76;3182.08;33.65;16;50
2874.27;10.59;3109.84;38.48;17;0
3369.39;11.39;3393.78;32.22;17;10
3312.83;11.63;3451.39;32.03;17;20
2647.49;10.13;2869.5;32.59;17;30
3035.72;10.99;3269.34;33.22;17;40
2653.03;10.62;3121.74;35.39;17;50
2138.42;9.42;2419.53;34.14;18;0
2215.5;9.35;2372.46;31.56;18;10
2913.19;10.68;3148.43;30.32;18;20
2651.88;10.34;2984.5;35.07;18;30
2439.98;9.93;2747.68;45.22;18;40
2825.42;10.84;3211.87;51.58;18;50
2550.41;10.32;2977.56;51.02;19;0
2228.52;9.64;2545.22;51.16;19;10
1947.24;8.92;2094.87;46.81;19;20
1437.03;7.92;1484.54;49.04;19;30
2099.36;9.39;2395.69;49.39;19;40
1555.9;8.19;1641.78;46.3;19;50
1380.15;7.83;1433.82;48.53;20;0
1546.55;8.18;1636.66;46.85;20;10
2402.5;9.79;2653.39;41.58;20;20
2616.64;10.24;2931.36;45.75;20;30
2823.24;10.9;3234.55;46.67;20;40
2732.84;10.48;3054.2;45.73;20;50
2838.47;10.96;3256.33;48.12;21;0
2553.69;10.39;3013.4;50.25;21;10
2449.22;10.16;2887.52;54.97;21;20
2381.23;10.04;2818.35;56.66;21;30
2303.09;9.89;2724.59;57.05;21;40
1771.01;8.69;1949.29;51.97;21;50
1987.8;9.07;2188.15;51.53;22;0
2232.97;9.77;2641.5;49.89;22;10
1524.06;8.24;1671.07;45.45;22;20
1464.39;8.17;1628.44;49.91;22;30
1043.35;7.28;1149.42;50.54;22;40
1006.12;7.22;1116.71;47.81;22;50
752.44;6.57;833.97;46.39;23;0
551.38;5.98;617.51;38.61;23;10
435.87;5.74;542.31;33.5;23;20
481.32;5.82;564.87;41.83;23;30
538.25;6.08;651.29;44.05;23;40
394.79;5.64;508.92;46.21;23;50
341.51;5.38;435.77;44.0;0;0
333.46;5.39;437.95;46.07;0;10
175.98;4.49;220.67;52.65;0;20
199.96;4.61;245.69;54.56;0;30
308.97;5.21;389.63;41.82;0;40
491.83;5.91;595.67;40.34;0;50
626.09;6.42;776.16;49.02;1;0
857.06;6.99;1013.64;51.34;1;10
912.06;7.06;1045.26;52.77;1;20
869.79;6.97;1003.43;52.21;1;30
785.19;6.76;910.15;51.31;1;40
815.67;6.75;908.11;50.55;1;50
914.41;7.11;1068.02;47.6;2;0
1173.0;7.69;1358.95;47.46;2;10
1149.89;7.65;1335.09;50.3;2;20
1114.38;7.59;1305.04;53.54;2;30
1350.27;8.03;1545.84;49.51;2;40
992.31;7.25;1133.28;46.25;2;50
860.43;6.94;989.38;48.08;3;0
803.6;6.81;931.51;47.71;3;10
751.69;6.58;837.99;49.2;3;20
1082.38;7.41;1211.75;53.97;3;30
1988.92;9.48;2457.41;57.56;3;40
2249.34;9.9;2728.28;53.49;3;50
2339.37;10.28;2952.54;51.7;4;0
1886.96;9.04;2166.9;54.99;4;10
1769.16;8.87;2060.75;53.7;4;20
1825.23;8.8;2017.79;49.97;4;30
2100.88;9.41;2413.78;49.29;4;40
1801.44;8.77;1997.75;51.16;4;50
1784.14;8.93;2096.8;53.65;5;0
1762.28;8.72;1966.77;52.84;5;10
1599.11;8.37;1749.04;52.07;5;20
1261.9;7.63;1323.37;52.11;5;30
1383.44;7.87;1457.53;47.45;5;40
1177.1;7.47;1244.5;48.96;5;50
1590.39;8.39;1759.69;49.67;6;0
1189.72;7.58;1301.13;52.78;6;10
1052.08;7.24;1129.61;55.53;6;20
1062.83;7.12;1072.09;57.19;6;30
1538.52;8.37;1747.73;57.13;6;40
1294.46;7.91;1480.61;53.33;6;50
965.08;6.99;1013.34;40.36;7;0
1435.33;7.98;1520.76;38.32;7;10
1204.62;7.5;1258.14;35.71;7;20
1576.57;8.15;1617.97;36.42;7;30
1860.87;8.76;1990.92;34.71;7;40
1676.19;8.25;1677.49;38.19;7;50
1581.76;8.07;1571.18;29.15;8;0
2204.6;9.37;2384.52;27.55;8;10
2015.77;9.14;2236.52;32.19;8;20
1590.32;8.2;1643.97;32.5;8;30
1765.94;8.43;1784.1;32.15;8;40
1835.58;8.61;1895.35;31.58;8;50
1893.46;8.82;2027.8;27.93;9;0
2290.88;9.77;2641.67;26.09;9;10
2364.58;9.8;2660.55;26.65;9;20
2493.58;10.24;2933.04;26.2;9;30
2133.51;9.44;2427.53;26.3;9;40
1727.41;8.62;1900.97;26.27;9;50
1883.12;8.95;2109.53;28.02;10;0
2103.71;9.2;2276.0;27.34;10;10
2239.48;9.61;2524.83;22.03;10;20
1975.07;9.03;2160.47;24.96;10;30
2341.07;9.63;2541.39;20.48;10;40
2354.34;9.9;2725.21;26.4;10;50
2446.13;10.01;2800.52;27.0;11;0
2500.25;10.04;2819.24;23.5;11;10
2213.97;9.62;2530.05;28.05;11;20
2343.48;9.91;2731.91;28.98;11;30
2368.55;9.8;2657.97;28.73;11;40
2424.51;9.85;2695.49;26.28;11;50
2754.87;10.82;3206.87;28.83;12;0
2495.51;9.89;2721.2;30.65;12;10
2988.41;10.98;3264.86;30.42;12;20
3259.72;11.53;3430.1;28.3;12;30
3218.89;11.84;3494.7;28.46;12;40
3126.58;11.49;3419.03;28.35;12;50
3244.5;11.79;3485.02;26.78;13;0
3392.56;12.57;3583.93;27.16;13;10
3473.86;12.45;3575.18;28.29;13;20
3538.34;12.57;3583.7;25.93;13;30
3509.18;12.56;3583.03;26.14;13;40
3577.27;12.5;3579.4;26.33;13;50
3567.53;12.94;3597.59;26.85;14;0
3504.98;12.36;3566.87;27.66;14;10
3479.48;12.5;3579.33;28.91;14;20
3369.97;11.97;3517.89;28.05;14;30
3408.65;12.3;3560.67;29.01;14;40
3147.16;11.23;3348.94;31.25;14;50
3100.53;10.98;3264.02;30.77;15;0
3214.45;11.53;3429.42;30.21;15;10
3062.82;11.02;3278.7;30.38;15;20
2990.92;10.83;3208.15;29.8;15;30
3099.81;11.2;3337.79;31.7;15;40
3141.56;11.63;3451.2;34.47;15;50
2911.42;10.61;3118.73;34.45;16;0
3236.85;11.92;3508.18;37.23;16;10
2926.35;11.08;3300.55;38.3;16;20
2825.02;10.83;3210.72;39.34;16;30
2629.18;10.56;3094.47;40.46;16;40
2446.69;10.05;2819.84;38.69;16;50
2651.01;10.8;3198.18;42.24;17;0
2659.68;10.63;3124.8;40.49;17;10
2552.32;10.5;3067.64;40.16;17;20
2045.55;9.33;2356.21;38.39;17;30
1933.96;9.09;2202.81;38.69;17;40
2288.91;9.76;2632.65;37.42;17;50
1908.99;8.97;2123.38;37.04;18;0
1652.65;8.45;1796.28;38.37;18;10
1863.92;8.96;2115.71;37.86;18;20
1727.72;8.6;1889.78;37.04;18;30
1813.63;8.75;1981.43;36.88;18;40
1877.34;8.89;2076.1;37.91;18;50
1851.88;8.88;2069.84;39.14;19;0
1702.11;8.47;1810.54;41.81;19;10
1933.21;9.06;2182.86;40.78;19;20
1935.28;8.97;2123.48;43.31;19;30
2037.59;9.25;2304.33;48.37;19;40
2132.88;9.52;2453.2;49.17;19;50
1761.58;8.88;2064.2;53.65;20;0
1803.51;8.98;2133.66;57.41;20;10
1715.62;8.8;2016.7;56.58;20;20
1735.82;8.81;2025.05;47.82;20;30
1552.29;8.45;1799.54;45.54;20;40
1584.59;8.52;1837.74;49.53;20;50
1241.93;7.81;1421.79;49.33;21;0
1170.8;7.75;1390.28;57.37;21;10
1382.61;8.19;1639.0;54.26;21;20
1200.69;7.74;1383.45;52.76;21;30
849.05;6.89;968.98;52.45;21;40
784.32;6.74;903.37;56.58;21;50
966.24;7.39;1199.22;56.23;22;0
823.87;6.89;965.17;58.0;22;10
811.73;6.81;930.76;56.33;22;20
685.77;6.49;802.75;60.53;22;30
432.57;5.57;490.35;67.33;22;40
386.41;5.46;458.5;70.52;22;50
223.31;4.73;272.17;70.05;23;0
108.03;4.1;141.2;69.72;23;10
225.21;4.95;323.49;56.75;23;20
527.24;6.18;686.21;46.19;23;30
614.81;6.25;711.34;49.53;23;40
1176.24;7.68;1353.77;42.5;23;50
1202.15;7.87;1455.3;45.01;0;0
1111.66;7.76;1394.42;47.05;0;10
1170.89;7.61;1314.41;47.73;0;20
1327.27;7.74;1385.94;45.11;0;30
1519.92;8.19;1641.34;45.16;0;40
1867.0;8.75;1983.54;46.86;0;50
2019.34;9.12;2222.37;46.47;1;0
2313.94;9.96;2765.77;48.96;1;10
2256.75;9.77;2642.59;47.03;1;20
2082.0;9.28;2324.23;45.42;1;30
1928.67;9.08;2194.67;44.82;1;40
2051.14;9.26;2312.66;46.71;1;50
1880.14;9.14;2234.59;50.91;2;0
2069.44;9.46;2446.01;46.28;2;10
2021.01;9.34;2368.01;44.97;2;20
2290.06;9.73;2609.02;43.8;2;30
1951.69;9.08;2198.16;44.02;2;40
1925.51;9.04;2170.59;46.02;2;50
1362.97;7.89;1468.58;45.24;3;0
1291.37;7.76;1396.35;43.41;3;10
1225.85;7.64;1329.41;43.31;3;20
1280.86;7.81;1423.89;37.3;3;30
1183.41;7.57;1295.11;36.16;3;40
1432.78;7.94;1498.42;33.86;3;50
1357.07;7.68;1353.21;30.41;4;0
1399.43;8.03;1548.84;34.15;4;10
1571.37;8.55;1861.96;37.4;4;20
1444.48;8.15;1616.69;36.95;4;30
1081.86;7.41;1211.61;38.7;4;40
903.48;7.03;1031.47;36.18;4;50
835.21;6.9;973.08;39.06;5;0
621.73;6.35;750.39;40.3;5;10
675.13;6.26;716.05;35.89;5;20
666.93;6.3;730.14;36.01;5;30
505.91;5.79;554.96;34.2;5;40
545.47;5.83;568.18;41.92;5;50
744.05;6.46;788.78;41.53;6;0
566.18;5.91;594.26;45.24;6;10
460.0;5.53;476.64;43.5;6;20
664.69;6.24;708.07;38.0;6;30
689.07;6.3;729.7;40.56;6;40
510.21;5.69;526.36;48.72;6;50
314.39;5.11;362.45;42.83;7;0
555.51;6.14;670.51;63.55;7;10
431.88;5.61;501.98;52.62;7;20
289.63;4.87;303.8;38.45;7;30
565.19;5.92;599.68;44.96;7;40
506.21;5.66;514.84;41.14;7;50
539.21;5.9;590.24;30.09;8;0
763.22;6.33;742.25;34.4;8;10
857.62;6.57;835.49;28.45;8;20
726.54;6.34;743.08;32.74;8;30
815.97;6.59;841.88;29.28;8;40
1057.31;7.01;1022.44;28.74;8;50
921.01;6.93;984.76;24.21;9;0
1054.61;7.27;1144.47;24.74;9;10
719.92;6.49;802.58;25.08;9;20
730.19;6.45;787.52;22.22;9;30
810.12;6.75;906.34;22.5;9;40
707.14;6.43;780.77;21.06;9;50
493.81;5.82;565.55;20.88;10;0
629.61;6.27;718.44;18.18;10;10
464.13;5.83;569.03;18.36;10;20
478.01;5.82;565.75;14.48;10;30
262.8;4.87;305.78;15.19;10;40
199.17;4.59;242.29;15.94;10;50
202.11;4.51;224.69;17.48;11;0
147.03;4.3;181.05;15.13;11;10
209.38;4.58;240.07;16.77;11;20
189.78;4.54;231.51;19.91;11;30
242.85;4.85;300.59;20.39;11;40
425.89;5.48;464.63;25.11;11;50
618.87;6.18;685.76;24.71;12;0
516.06;5.82;567.15;18.24;12;10
531.34;5.92;598.07;15.49;12;20
436.35;5.7;529.9;18.83;12;30
421.97;5.61;500.51;16.42;12;40
396.85;5.46;456.26;15.13;12;50
645.41;6.31;731.93;13.46;13;0
949.77;7.18;1099.39;15.09;13;10
1203.59;7.72;1372.87;14.78;13;20
871.91;6.91;976.74;16.9;13;30
674.33;6.29;727.15;19.47;13;40
952.25;7.12;1070.82;20.22;13;50
878.97;6.96;999.66;18.71;14;0
739.38;6.54;821.48;18.86;14;10
815.89;6.7;887.08;17.77;14;20
865.97;6.81;933.06;17.02;14;30
998.35;7.28;1147.79;19.42;14;40
750.33;6.69;882.33;21.23;14;50
946.95;7.02;1024.61;18.44;15;0
1103.79;7.34;1176.69;20.39;15;10
935.86;7.0;1016.49;22.35;15;20
1348.81;7.99;1525.93;25.39;15;30
1720.17;8.63;1909.37;23.43;15;40
1531.56;8.2;1648.32;26.47;15;50
2195.93;9.72;2606.82;26.44;16;0
2204.74;9.7;2593.01;29.49;16;10
2291.56;9.94;2757.2;31.99;16;20
2255.17;9.72;2604.56;33.37;16;30
2226.92;9.81;2666.32;33.59;16;40
2372.9;10.14;2874.55;36.18;16;50
2167.02;9.51;2449.0;35.32;17;0
2309.99;10.02;2807.52;39.76;17;10
2040.42;9.42;2418.02;42.4;17;20
2036.33;9.46;2445.01;41.67;17;30
2093.77;9.59;2508.18;40.29;17;40
2016.16;9.22;2288.91;38.87;17;50
1951.71;9.16;2250.5;42.3;18;0
2136.49;9.83;2682.2;44.65;18;10
2123.54;10.04;2814.36;46.62;18;20
2078.48;9.42;2420.61;48.21;18;30
1817.74;8.75;1982.97;48.07;18;40
1872.58;8.9;2078.53;47.4;18;50
1660.57;8.48;1812.9;46.22;19;0
1819.99;8.87;2059.76;44.22;19;10
1962.03;9.0;2144.1;44.56;19;20
1958.6;8.94;2102.36;44.58;19;30
2166.23;9.4;2401.89;46.04;19;40
2209.03;9.58;2501.39;46.18;19;50
2159.15;9.72;2603.63;42.49;20;0
1687.81;8.66;1926.37;41.77;20;10
1499.69;8.28;1691.22;42.14;20;20
1579.4;8.38;1757.36;41.82;20;30
1264.42;7.89;1466.62;43.44;20;40
1894.97;9.08;2193.46;37.16;20;50
1630.21;8.8;2014.57;36.0;21;0
1398.34;8.47;1809.65;34.8;21;10
1264.28;8.1;1585.73;35.72;21;20
971.72;7.27;1143.77;39.78;21;30
1140.94;7.56;1289.14;41.45;21;40
1123.73;7.54;1276.29;43.95;21;50
1022.54;7.27;1140.11;42.96;22;0
706.19;6.69;880.52;38.11;22;10
807.0;7.0;1014.45;37.71;22;20
684.88;6.66;872.03;35.4;22;30
531.34;6.05;639.79;36.17;22;40
522.19;6.24;706.69;39.42;22;50
461.43;5.9;592.74;41.57;23;0
512.59;6.06;644.42;39.52;23;10
591.65;6.27;720.69;42.56;23;20
597.85;6.17;681.34;42.48;23;30
664.58;6.37;757.21;41.23;23;40
670.36;6.32;738.55;39.36;23;50
757.62;6.66;870.93;40.31;0;0
672.31;6.39;764.44;43.53;0;10
586.3;6.16;680.29;43.88;0;20
712.47;6.71;892.52;45.38;0;30
647.81;6.58;838.85;47.36;0;40
549.67;6.22;702.21;52.1;0;50
483.68;6.03;634.58;54.06;1;0
387.44;5.59;496.05;52.6;1;10
399.95;5.6;498.75;45.36;1;20
375.48;5.54;481.59;46.41;1;30
378.47;5.56;485.0;46.8;1;40
434.77;5.71;530.24;45.67;1;50
447.53;5.73;537.95;47.12;2;0
446.68;5.78;552.15;50.18;2;10
427.35;5.68;520.95;48.64;2;20
510.49;6.02;629.66;46.4;2;30
687.57;6.6;844.42;49.26;2;40
846.53;7.07;1049.07;50.82;2;50
829.83;6.89;967.07;52.71;3;0
1196.1;7.77;1401.42;46.98;3;10
1139.75;7.4;1204.82;48.08;3;20
1169.42;7.5;1258.03;48.55;3;30
1321.69;7.77;1403.44;48.82;3;40
1482.11;8.14;1608.54;48.48;3;50
1559.3;8.34;1732.45;51.01;4;0
2001.62;9.48;2458.08;55.85;4;10
2514.33;10.53;3078.61;55.27;4;20
2555.97;10.62;3122.71;52.68;4;30
2224.18;9.75;2623.34;55.1;4;40
1868.24;9.22;2283.71;59.56;4;50
1490.81;8.31;1714.99;59.49;5;0
1302.49;7.78;1408.97;59.07;5;10
1486.84;8.23;1663.51;58.27;5;20
1692.27;8.77;1996.16;59.7;5;30
1555.78;8.37;1751.19;60.61;5;40
1678.95;8.76;1992.59;63.45;5;50
1950.44;9.47;2450.69;67.91;6;0
1915.07;9.26;2313.14;63.28;6;10
1569.4;8.4;1764.4;61.65;6;20
1602.84;8.42;1779.14;61.77;6;30
1345.22;7.89;1470.32;59.28;6;40
1348.92;8.0;1528.09;56.42;6;50
1621.83;8.5;1826.57;57.75;7;0
1419.2;8.03;1547.22;61.96;7;10
1310.84;7.9;1471.86;61.56;7;20
914.71;7.0;1015.47;61.34;7;30
866.47;6.86;954.98;58.79;7;40
917.63;6.64;861.81;53.56;7;50
983.37;6.87;959.51;50.94;8;0
863.17;6.73;897.78;59.06;8;10
1220.43;7.65;1335.51;63.12;8;20
1891.6;9.05;2176.16;62.28;8;30
1341.43;7.75;1391.49;56.0;8;40
954.06;6.82;938.86;54.3;8;50
1112.84;7.22;1116.76;61.15;9;0
1081.62;7.27;1142.4;60.35;9;10
1819.65;8.56;1867.41;56.63;9;20
1082.37;7.09;1059.18;54.43;9;30
912.4;6.58;838.51;36.48;9;40
1025.46;6.92;981.39;30.43;9;50
1091.69;7.21;1114.4;30.11;10;0
1065.09;7.02;1026.71;31.31;10;10
887.06;6.73;898.31;25.64;10;20
840.56;6.64;863.3;24.84;10;30
952.89;6.98;1007.34;27.43;10;40
887.2;6.56;828.74;36.4;10;50
708.88;6.18;687.97;34.98;11;0
761.18;6.37;754.44;33.06;11;10
765.48;6.53;817.2;26.24;11;20
678.57;6.13;669.43;31.68;11;30
765.44;6.5;804.31;29.93;11;40
642.02;6.1;659.09;27.49;11;50
695.25;6.37;757.81;25.55;12;0
764.25;6.61;851.09;27.15;12;10
659.31;6.23;706.0;25.34;12;20
746.34;6.65;867.2;30.2;12;30
520.78;5.93;600.29;26.85;12;40
617.63;6.29;726.7;27.4;12;50
661.06;6.36;753.06;27.41;13;0
918.41;7.07;1047.78;28.42;13;10
873.26;6.7;885.16;30.01;13;20
1150.12;7.52;1266.26;27.26;13;30
1337.99;7.77;1402.57;29.87;13;40
1699.92;8.46;1803.03;28.7;13;50
1986.67;9.37;2386.34;30.22;14;0
2244.67;9.89;2719.63;29.64;14;10
2163.85;9.59;2508.61;29.87;14;20
2214.02;9.68;2580.01;29.2;14;30
1889.96;9.33;2360.47;32.7;14;40
1724.46;8.68;1939.5;34.92;14;50
2050.89;9.24;2301.79;32.79;15;0
2303.14;9.89;2722.25;33.44;15;10
2579.28;10.5;3064.71;35.41;15;20
2554.3;10.54;3085.4;36.66;15;30
2543.15;10.62;3119.71;39.87;15;40
2349.17;10.03;2809.58;41.84;15;50
1986.74;9.21;2277.18;47.8;16;0
2273.23;9.69;2584.77;49.76;16;10
2140.24;9.48;2457.02;51.29;16;20
1679.48;8.62;1903.27;51.36;16;30
2348.3;10.16;2888.04;52.1;16;40
2713.32;11.23;3347.56;54.84;16;50
2995.73;11.78;3483.06;58.14;17;0
2968.2;11.66;3458.0;65.39;17;10
3299.59;12.11;3538.05;64.34;17;20
3591.22;12.79;3594.38;64.67;17;30
3603.83;13.46;3600.0;60.24;17;40
3604.14;13.77;3600.0;59.29;17;50
3585.93;14.16;3600.0;61.66;18;0
3573.33;13.07;3600.0;59.83;18;10
3433.0;12.14;3542.07;56.19;18;20
3582.42;12.6;3585.97;52.73;18;30
3594.94;13.56;3600.0;53.06;18;40
3595.94;13.97;3600.0;56.97;18;50
3601.44;14.11;3600.0;59.23;19;0
3583.7;13.64;3600.0;58.98;19;10
3581.48;13.51;3600.0;59.73;19;20
3400.66;12.4;3570.69;58.66;19;30
3494.31;12.88;3596.68;61.34;19;40
3583.04;13.56;3600.0;66.97;19;50
3597.89;13.63;3600.0;68.16;20;0
3592.15;13.64;3600.0;68.69;20;10
3582.04;13.32;3600.0;71.2;20;20
3561.74;12.57;3583.88;67.61;20;30
3573.36;12.69;3590.6;70.28;20;40
3573.75;12.37;3568.12;68.79;20;50
3589.49;13.0;3600.0;67.52;21;0
3453.71;12.32;3563.21;68.04;21;10
3081.5;11.46;3410.56;67.9;21;20
2174.72;9.84;2690.77;60.88;21;30
1374.78;8.0;1527.94;54.2;21;40
1655.36;8.66;1925.79;52.71;21;50
1782.96;8.99;2138.6;54.08;22;0
1608.95;8.5;1827.39;56.14;22;10
1687.69;8.92;2090.02;55.4;22;20
1938.93;9.34;2366.55;54.82;22;30
1860.16;8.98;2131.97;55.38;22;40
1660.68;8.78;2003.96;59.38;22;50
1633.87;8.74;1977.73;59.89;23;0
1537.5;8.5;1831.02;59.32;23;10
1342.16;8.11;1591.6;57.62;23;20
1361.95;8.11;1593.83;55.76;23;30
1008.78;7.49;1253.02;53.73;23;40
1073.99;7.86;1448.93;49.73;23;50
1143.28;7.82;1431.41;48.86;0;0
910.12;7.16;1090.09;47.33;0;10
947.4;7.21;1114.44;49.01;0;20
1030.49;7.39;1203.72;46.31;0;30
1232.63;7.95;1498.83;44.1;0;40
833.38;6.81;934.25;41.54;0;50
886.43;7.12;1069.04;40.6;1;0
844.66;7.01;1022.39;40.05;1;10
595.62;6.33;739.34;42.99;1;20
540.07;6.15;675.45;42.74;1;30
849.63;7.05;1037.77;39.19;1;40
749.81;6.85;950.06;40.61;1;50
750.3;6.84;944.83;48.38;2;0
950.83;7.39;1203.36;46.03;2;10
791.85;6.79;925.87;48.9;2;20
1007.48;7.39;1203.03;50.05;2;30
763.67;6.65;865.17;52.91;2;40
999.89;7.36;1188.59;55.05;2;50
1032.37;7.28;1145.83;53.11;3;0
926.37;7.14;1081.02;49.7;3;10
675.97;6.44;782.77;54.42;3;20
723.75;6.63;859.77;57.71;3;30
799.35;6.97;1002.89;62.83;3;40
692.49;6.69;883.88;69.64;3;50
941.13;7.2;1109.54;68.43;4;0
1105.97;7.5;1256.59;66.21;4;10
1064.27;7.41;1210.99;59.42;4;20
778.97;6.76;910.59;54.71;4;30
451.16;5.85;575.58;53.03;4;40
435.55;5.79;555.62;59.69;4;50
574.64;6.22;701.69;62.06;5;0
631.37;6.45;786.86;59.56;5;10
774.24;6.81;932.55;58.17;5;20
654.8;6.43;780.03;59.2;5;30
499.17;5.9;593.07;60.76;5;40
473.52;5.84;571.21;59.8;5;50
364.84;5.41;442.96;62.89;6;0
177.33;4.27;174.51;55.8;6;10
46.74;3.45;47.08;60.52;6;20
92.83;3.83;97.03;61.76;6;30
400.67;5.7;528.92;67.29;6;40
330.06;5.1;361.4;64.8;6;50
350.47;5.29;410.41;64.45;7;0
356.13;5.45;455.82;66.42;7;10
325.89;5.29;409.52;64.97;7;20
250.18;4.8;289.26;62.4;7;30
292.34;4.96;326.96;68.03;7;40
440.63;5.72;535.05;72.8;7;50
556.19;6.06;642.82;70.14;8;0
693.6;6.53;816.07;66.54;8;10
737.03;6.65;867.36;58.84;8;20
870.22;6.88;964.1;54.06;8;30
769.05;6.5;807.77;61.14;8;40
677.35;6.51;810.52;60.19;8;50
968.3;7.2;1110.06;58.57;9;0
767.82;6.75;905.64;55.54;9;10
652.71;6.36;752.09;60.2;9;20
832.64;6.73;898.4;57.45;9;30
1406.7;8.08;1578.98;58.58;9;40
1003.65;7.01;1022.28;59.17;9;50
1079.26;7.08;1051.35;53.29;10;0
636.62;5.87;581.2;42.19;10;10
834.24;6.77;915.7;28.77;10;20
918.61;6.74;904.57;26.0;10;30
947.6;6.91;974.36;28.5;10;40
968.34;6.94;991.15;29.18;10;50
1222.23;7.51;1262.87;32.22;11;0
1391.17;7.91;1481.33;30.5;11;10
1571.59;8.18;1635.31;33.37;11;20
1327.35;7.76;1393.47;32.85;11;30
886.02;6.76;910.44;30.94;11;40
1088.1;7.13;1076.0;37.62;11;50
772.15;6.48;797.4;39.09;12;0
790.14;6.49;801.23;35.19;12;10
1261.88;7.66;1340.35;35.54;12;20
882.51;6.83;941.71;36.76;12;30
916.98;6.88;960.76;34.92;12;40
665.32;6.3;728.57;39.5;12;50
556.22;5.78;553.03;39.11;13;0
853.33;6.82;936.42;33.46;13;10
632.92;6.23;703.12;37.55;13;20
742.66;6.46;790.16;38.48;13;30
491.18;5.69;526.21;41.27;13;40
695.54;6.37;754.9;41.19;13;50
960.91;7.02;1026.36;40.43;14;0
1401.02;8.09;1579.04;39.39;14;10
1253.14;7.65;1335.02;40.73;14;20
1305.23;7.8;1414.89;40.31;14;30
1364.49;7.77;1402.76;39.72;14;40
1243.33;7.6;1308.46;40.75;14;50
1150.41;7.35;1180.35;38.96;15;0
1426.42;7.96;1509.17;40.38;15;10
1466.79;8.04;1550.2;39.65;15;20
1372.21;7.79;1414.17;41.7;15;30
1128.89;7.35;1182.08;43.65;15;40
776.46;6.58;836.24;53.2;15;50
861.12;6.95;993.01;53.49;16;0
928.27;6.94;990.1;52.16;16;10
1135.81;7.55;1283.97;52.65;16;20
1136.33;7.43;1219.49;54.55;16;30
1580.86;8.54;1851.07;55.53;16;40
1366.19;8.07;1570.34;55.79;16;50
1389.16;7.99;1526.1;57.24;17;0
1451.78;8.18;1632.51;58.48;17;10
1558.01;8.53;1843.49;64.02;17;20
1806.24;8.83;2032.79;63.48;17;30
2054.49;9.4;2401.34;61.47;17;40
2035.84;9.33;2359.06;64.5;17;50
2343.73;10.06;2830.71;66.42;18;0
2248.81;10.06;2831.43;69.07;18;10
2185.27;9.97;2773.4;70.34;18;20
2154.69;9.79;2653.51;71.52;18;30
2382.99;10.2;2910.51;73.37;18;40
2376.14;10.39;3010.36;75.6;18;50
2250.0;10.56;3096.05;76.81;19;0
1933.43;9.74;2617.61;72.18;19;10
1403.86;8.34;1730.08;69.23;19;20
1370.64;8.18;1631.86;65.77;19;30
1262.32;7.94;1494.77;67.42;19;40
1061.03;7.71;1368.49;73.09;19;50
1018.31;7.31;1161.48;64.25;20;0
863.38;7.09;1056.4;68.95;20;10
727.64;6.81;932.9;70.74;20;20
541.01;6.09;655.26;67.25;20;30
350.09;5.51;472.68;58.56;20;40
278.57;5.0;334.88;58.24;20;50
223.36;4.85;300.25;76.65;21;0
188.79;4.58;238.87;77.65;21;10
251.95;4.94;322.57;79.62;21;20
331.1;4.87;304.16;84.53;21;30
270.63;4.93;317.88;84.1;21;40
146.48;4.28;176.28;89.6;21;50
73.68;3.67;73.34;98.36;22;0
130.4;4.49;220.03;80.69;22;40
361.24;5.74;539.77;75.41;22;50
362.35;5.67;519.12;73.87;23;0
458.94;5.97;614.06;69.89;23;10
387.82;5.79;557.04;64.99;23;20
492.59;6.17;683.72;57.88;23;30
510.0;6.2;694.25;58.03;23;40
298.42;5.42;445.04;61.7;23;50
333.93;5.58;491.47;72.84;0;0
390.75;5.69;524.2;76.29;0;10
573.31;6.37;757.55;74.21;0;20
600.4;6.28;722.21;71.4;0;30
721.19;6.66;871.19;74.0;0;40
1067.91;7.56;1288.16;73.77;0;50
1036.85;7.44;1227.17;69.51;1;0
910.15;7.08;1054.69;71.32;1;10
965.57;7.29;1149.82;69.7;1;20
1422.47;8.15;1615.52;69.15;1;30
1815.25;8.9;2077.02;69.51;1;40
1624.39;8.47;1806.97;70.57;1;50
1763.65;8.77;1996.35;72.52;2;0
1582.95;8.52;1841.97;73.05;2;10
1698.59;8.86;2055.97;78.06;2;20
